order_id,product_id,quantity_in_kg
690,3,26.19
690,2,44.64
691,1,37.55
691,2,30.31
691,7,38.21
692,2,51.18
692,6,43.14
693,6,47.55
693,1,30.35
693,5,50.74
693,7,32.42
694,8,208.81
694,4,49.84
694,6,39.6
694,5,45.46
695,7,33.8
695,3,164.67
695,10,37.53
695,1,31.04
696,4,34.11
696,2,36.58
696,9,36.93
697,3,37.1
697,7,32.65
697,10,52.62
698,6,27.82
698,10,30.87
698,2,35.42
698,1,33.04
699,5,56.43
700,6,26.34
700,5,35.45
700,2,43.98
700,8,50.57
701,3,35.44
702,8,42.21
702,9,72.32
702,7,44.2
702,1,27.95
703,2,38.85
704,9,18.69
704,2,25.77
704,6,53.48
705,1,35.03
705,5,49.67
705,7,54.69
705,4,41.64
706,9,25.79
707,10,34.01
707,9,60.43
708,7,24.1
708,3,21.72
709,5,37.65
709,10,28.14
710,8,9.94
710,3,5.0
710,2,35.37
711,7,9.5
711,5,28.49
712,5,45.3
712,8,34.84
712,2,44.56
712,3,37.71
713,4,54.62
713,8,33.84
713,10,31.38
714,2,37.23
714,3,54.16
714,5,42.33
714,1,33.63
715,6,45.81
715,7,44.9
715,10,36.31
715,4,29.94
716,7,29.36
716,3,14.96
716,5,32.98
717,10,39.63
717,4,29.08
717,8,28.76
718,3,31.99
718,7,43.51
718,6,37.75
719,8,13.14
719,4,14.55
719,6,32.72
720,5,45.49
720,7,33.69
720,6,56.66
720,1,35.38
721,10,44.6
721,9,49.22
722,9,42.58
722,1,40.68
723,4,33.85
723,8,54.4
723,5,37.38
723,7,21.36
724,7,36.38
725,3,35.01
725,5,26.44
725,4,34.6
725,10,55.09
726,7,31.23
726,10,49.1
727,8,41.18
728,10,55.55
728,7,31.37
728,9,48.94
728,5,169.23
729,6,39.23
730,2,58.94
731,6,51.83
731,3,50.43
732,10,34.53
733,6,50.51
733,7,57.67
733,2,32.75
733,1,37.25
734,5,20.33
735,9,35.29
735,10,51.96
736,8,34.4
736,6,47.69
737,8,37.71
737,9,39.34
737,3,45.82
737,10,20.21
738,8,40.12
739,5,50.38
740,2,42.0
740,10,46.79
740,3,48.39
740,8,47.63
741,6,26.59
741,8,36.76
741,4,47.13
742,6,33.97
742,8,34.09
742,2,29.97
742,4,17.38
743,6,27.75
743,2,45.55
743,5,24.25
743,1,5.0
744,1,35.23
745,2,40.02
745,3,33.79
745,4,28.46
746,9,5.14
746,3,13.48
747,9,87.21
747,7,68.94
747,8,58.2
748,7,47.23
748,3,40.86
749,7,37.45
749,10,43.09
750,10,25.1
751,8,39.21
751,7,45.41
752,1,34.83
752,4,38.25
752,9,41.55
752,3,36.38
753,10,21.75
754,9,37.19
755,6,45.15
755,10,45.2
756,8,53.84
756,2,33.78
757,8,39.18
757,9,29.78
757,6,54.81
758,10,39.22
758,7,17.56
758,2,35.34
758,3,42.29
759,8,45.39
759,3,33.88
759,5,40.41
760,3,10.14
761,2,32.1
761,4,28.45
761,5,37.52
762,3,47.32
763,3,41.88
763,9,32.96
763,7,42.69
764,10,48.58
764,3,15.4
764,7,53.91
764,4,35.96
765,8,34.42
765,9,36.53
766,9,27.17
766,3,18.56
767,5,25.57
767,3,35.25
767,9,204.84
767,8,36.01
768,10,38.88
768,1,33.65
768,6,21.83
768,9,43.86
769,3,42.7
769,4,48.31
769,7,24.77
769,5,60.43
770,7,42.43
770,8,59.58
770,10,31.2
770,6,61.82
771,8,49.3
771,3,46.64
771,2,42.81
771,5,37.02
772,4,48.79
773,1,37.44
773,5,47.86
773,4,134.26
774,3,18.18
774,8,49.12
774,9,38.87
775,10,45.04
776,5,56.16
777,9,34.31
777,1,40.88
777,8,35.96
778,7,24.48
778,2,46.87
779,5,45.41
779,1,17.56
780,5,36.39
780,6,25.49
780,2,44.67
780,4,43.02
781,4,26.41
782,10,44.13
782,6,35.52
783,3,33.91
783,10,41.0
783,4,33.76
783,7,35.69
784,1,39.02
784,6,37.81
785,10,40.37
785,9,31.88
785,3,52.06
786,5,51.42
786,10,27.75
786,9,45.68
787,3,36.79
788,1,50.16
788,5,64.74
788,3,38.81
788,6,32.77
789,4,32.63
789,3,18.42
790,4,5.0
790,7,17.68
790,8,33.13
791,10,15.7
791,5,19.49
792,7,16.66
792,8,11.15
792,2,5.0
792,6,20.32
793,7,41.9
794,6,24.19
794,8,49.31
794,9,27.97
795,10,30.97
795,1,51.7
795,2,46.19
796,6,45.78
796,2,31.65
796,7,56.82
796,9,26.3
797,4,35.48
797,8,37.52
797,5,47.26
797,3,53.39
798,6,67.38
798,9,32.59
798,3,21.58
799,6,17.44
799,1,48.55
799,9,17.4
799,8,35.53
800,1,45.25
800,2,28.57
800,3,31.88
800,4,30.73
801,1,49.96
801,7,50.8
801,4,45.41
801,6,54.2
802,5,25.86
802,3,60.01
803,2,58.28
803,6,48.83
803,5,61.38
804,6,20.12
805,1,33.71
805,7,27.4
806,4,49.09
806,7,52.87
806,2,43.91
807,1,36.57
808,8,14.62
808,2,27.15
809,10,62.94
809,4,24.63
810,1,42.27
810,10,42.22
810,6,51.25
810,7,40.15
811,7,74.42
812,8,28.03
812,2,52.44
813,7,62.82
813,2,42.94
814,2,47.83
815,6,94.04
815,5,54.55
815,3,60.82
816,3,53.98
816,10,25.05
816,2,16.36
816,5,48.5
817,10,30.88
818,8,43.45
818,6,58.42
819,3,32.12
819,7,24.43
820,4,30.91
820,2,41.19
820,9,29.9
820,8,57.02
821,10,20.93
822,6,23.33
822,7,32.86
822,10,36.61
822,9,32.57
823,4,39.62
823,5,43.3
824,4,25.52
825,1,27.1
825,5,60.12
825,4,28.65
826,7,26.16
826,5,53.65
827,4,44.06
828,7,28.74
828,2,40.0
828,4,53.0
828,8,48.94
829,9,57.27
830,6,34.49
831,3,19.14
831,7,39.35
831,9,28.21
832,9,53.46
832,3,67.84
832,8,42.35
833,1,124.61
834,1,63.65
835,4,39.77
835,1,29.95
835,9,27.05
836,9,56.8
836,5,23.89
836,7,23.61
836,4,38.21
837,2,46.03
837,9,61.56
837,3,48.47
837,8,37.09
838,5,27.68
839,9,265.64
840,3,84.06
840,9,44.09
841,7,27.62
841,2,13.25
841,5,23.94
842,4,29.06
842,1,11.16
842,10,5.0
842,9,5.0
843,2,8.73
843,8,16.49
843,1,48.44
843,3,18.69
844,2,27.13
844,1,54.33
845,1,18.49
845,3,5.0
846,6,57.88
846,9,29.92
846,5,48.12
846,2,40.97
847,3,31.83
847,5,199.92
847,2,56.69
848,6,41.49
849,5,30.5
849,9,37.55
849,2,49.65
849,3,30.75
850,8,34.72
851,9,251.55
851,6,43.81
851,1,39.45
851,4,30.02
852,6,46.71
852,3,30.24
853,2,38.78
853,10,34.09
853,4,71.6
854,1,46.38
855,4,32.92
856,8,50.13
857,7,37.9
857,3,27.16
857,9,24.82
858,9,58.35
859,4,41.58
859,6,32.93
859,10,37.19
859,8,49.69
860,5,45.11
860,2,45.02
860,6,18.69
861,9,52.77
862,3,21.74
863,9,60.96
863,1,40.62
864,2,46.92
864,8,23.87
864,5,46.06
864,7,53.24
865,6,63.22
865,2,32.89
865,8,42.82
866,6,115.03
867,5,37.48
867,10,33.79
868,8,33.42
868,6,43.43
869,4,10.02
869,9,37.63
869,10,42.27
869,2,31.27
870,7,40.11
871,4,42.1
872,1,23.96
872,6,35.06
872,10,41.58
873,5,38.9
873,2,39.03
873,4,40.63
873,10,27.27
874,7,31.4
874,8,24.58
875,3,51.73
876,2,14.73
876,1,8.31
876,4,36.12
877,6,41.32
877,8,46.09
877,2,29.01
877,5,53.61
878,9,47.45
879,7,52.48
879,2,29.23
880,7,24.25
881,4,46.03
881,5,35.82
882,6,21.67
882,7,19.57
882,10,32.83
883,8,52.93
883,5,45.22
883,4,45.71
884,4,108.29
885,10,30.09
885,2,13.41
886,2,44.55
886,3,41.42
887,8,10.98
887,6,5.0
887,7,18.74
887,1,38.71
888,4,5.0
888,8,10.84
888,5,28.16
889,5,195.05
889,2,8.7
889,9,8.24
889,8,29.06
890,10,39.46
890,1,17.51
890,4,5.54
891,3,30.2
891,2,32.88
891,4,34.94
892,7,33.62
892,9,21.19
892,1,44.16
893,5,70.14
893,3,17.92
893,1,39.61
894,8,47.69
894,9,41.48
894,4,38.64
894,1,24.41
895,2,51.5
895,3,40.62
895,10,196.07
895,1,52.89
896,4,42.69
897,4,50.85
897,7,33.13
898,2,30.52
898,5,32.45
898,10,31.01
899,2,46.27
900,8,17.98
900,3,21.33
901,6,62.35
902,1,31.37
903,1,21.24
903,3,56.04
903,7,54.19
903,8,38.71
904,8,51.99
904,1,47.79
904,7,35.63
904,6,36.68
905,3,45.41
905,6,34.31
905,4,35.61
905,2,40.0
906,5,53.81
906,8,26.41
906,3,49.11
907,10,49.5
908,5,49.43
908,8,30.32
909,9,19.69
909,8,48.31
909,1,48.82
909,10,28.17
910,7,36.59
910,3,54.34
910,10,50.74
911,9,23.53
911,4,44.22
912,7,62.77
913,8,28.63
913,9,21.49
913,10,32.41
914,10,21.9
914,9,26.12
914,6,39.72
915,5,31.26
915,3,36.5
915,1,34.55
915,9,51.88
916,1,32.96
916,5,35.47
917,8,48.61
918,10,43.98
918,4,41.7
918,3,26.39
919,4,54.76
920,5,35.68
920,9,31.26
921,4,44.48
922,6,43.75
922,3,48.78
922,9,47.09
922,2,38.29
923,6,44.06
923,1,52.35
923,10,50.47
924,10,39.22
924,4,40.87
925,9,44.07
925,5,35.99
925,3,23.86
925,4,42.54
926,2,41.09
927,4,61.68
928,1,32.88
928,9,43.78
929,1,45.68
929,6,51.25
929,4,28.26
929,7,56.88
930,6,188.48
930,3,47.3
931,1,25.87
931,10,27.25
931,3,8.37
932,2,34.52
932,9,18.71
933,2,41.23
933,6,8.58
933,7,9.96
934,6,26.35
935,6,40.29
935,3,42.58
935,9,33.26
936,8,140.58
936,6,46.99
936,3,45.96
936,9,52.84
937,4,25.6
937,3,12.21
937,7,50.3
938,5,30.06
938,3,49.52
938,9,38.54
939,10,35.55
940,10,23.82
940,1,43.86
940,3,42.02
940,5,28.06
941,10,37.82
941,4,13.88
941,2,42.14
942,3,57.15
942,6,22.31
942,2,32.97
942,8,43.95
943,6,55.03
943,3,34.62
943,2,31.69
944,8,16.37
944,1,41.24
944,5,64.5
945,4,37.45
945,2,58.05
946,5,39.88
946,2,43.56
946,1,42.98
947,7,20.49
948,7,28.3
948,3,55.64
948,10,47.98
948,4,33.36
949,6,27.23
949,9,30.52
949,7,42.82
949,1,24.09
950,10,32.09
950,4,20.03
950,3,51.04
950,9,36.38
951,1,38.2
952,1,36.08
952,6,27.49
952,5,25.93
953,2,29.31
954,3,43.84
954,7,42.17
954,10,55.64
955,9,43.09
956,6,37.11
957,1,28.08
957,7,27.81
957,3,23.34
957,5,20.8
958,3,25.39
958,1,41.91
958,2,29.29
958,10,46.16
959,4,40.42
959,7,16.38
960,5,47.86
960,10,49.73
960,4,28.07
961,1,45.04
962,10,29.72
962,9,41.17
962,8,24.83
962,2,18.48
963,6,46.69
964,7,38.39
965,5,44.84
966,4,33.41
966,2,25.89
966,1,45.85
966,9,54.18
967,5,45.77
967,2,37.57
968,2,33.66
968,5,52.43
968,7,22.92
968,4,28.36
969,5,20.23
969,2,21.66
969,7,20.95
969,9,15.62
970,7,12.7
970,6,45.77
970,3,41.86
971,1,41.92
971,5,23.26
971,8,21.06
971,4,34.61
972,4,11.68
972,5,38.76
972,1,26.71
973,2,33.07
973,10,27.26
974,9,39.45
974,7,43.83
974,4,59.84
975,7,41.68
976,9,51.95
976,8,26.83
976,4,22.28
976,10,31.13
977,2,54.3
977,7,37.12
977,1,19.96
978,2,48.93
978,8,30.01
979,3,38.28
979,4,49.44
980,3,43.57
980,1,38.78
981,2,48.38
981,7,36.96
981,4,58.16
981,9,44.78
982,10,35.28
982,5,52.02
983,2,56.72
983,10,48.53
983,7,45.15
984,9,44.56
984,6,60.03
984,5,28.69
984,8,59.38
985,1,36.14
985,9,43.57
985,7,59.45
985,10,32.15
986,3,28.83
986,10,38.6
986,2,59.98
986,1,29.39
987,5,8.94
988,7,27.57
988,5,38.24
988,10,49.03
989,10,25.75
989,8,42.18
989,1,54.58
989,2,45.69
990,7,31.35
990,3,54.99
990,10,24.01
991,7,35.81
992,4,30.73
992,1,44.55
992,8,54.76
993,6,32.84
993,1,11.32
993,10,35.05
994,5,50.96
994,10,46.45
994,8,45.14
995,4,43.77
996,5,62.06
996,8,47.56
997,5,17.48
997,7,40.59
997,2,49.23
998,8,32.7
998,4,44.36
999,8,43.73
999,9,17.32
999,6,64.18
999,7,55.49
1000,9,35.23
1001,2,26.77
1001,5,46.82
1002,3,27.4
1002,9,56.35
1002,1,59.69
1002,2,77.82
1003,4,26.52
1003,1,42.91
1004,1,15.01
1004,8,46.64
1005,6,33.42
1006,5,45.32
1006,6,19.57
1007,9,46.61
1007,7,37.66
1007,2,40.06
1007,6,49.84
1008,4,15.07
1009,8,36.16
1009,10,276.46
1009,3,44.33
1010,10,40.22
1010,9,45.67
1010,6,23.6
1010,3,47.11
1011,5,34.14
1011,2,47.6
1012,1,28.18
1012,7,42.38
1012,10,39.05
1013,10,33.05
1013,4,34.23
1014,4,48.35
1014,10,31.26
1015,7,65.78
1015,9,59.45
1015,1,38.64
1016,8,28.44
1017,3,26.14
1017,1,50.48
1018,5,39.64
1018,10,51.12
1019,7,66.45
1019,10,30.76
1019,6,25.24
1020,5,56.44
1020,4,20.41
1020,8,42.82
1020,3,33.52
1021,10,41.49
1021,2,48.52
1021,1,42.65
1021,5,27.88
1022,9,33.99
1022,5,57.12
1022,10,43.95
1023,8,50.08
1024,6,28.1
1025,6,32.41
1025,5,46.86
1025,9,31.54
1026,4,21.55
1026,3,38.26
1026,10,34.65
1027,10,41.36
1028,6,35.34
1028,3,36.33
1028,1,47.6
1028,10,31.62
1029,5,39.29
1029,10,33.94
1029,7,40.95
1029,4,40.78
1030,1,40.96
1030,4,29.69
1030,6,37.53
1030,8,49.12
1031,9,42.0
1031,8,45.01
1032,9,54.82
1032,5,27.62
1032,3,47.15
1033,5,32.92
1033,2,38.41
1034,3,40.87
1034,5,56.21
1034,10,50.63
1034,6,39.25
1035,2,192.46
1035,4,53.75
1035,6,30.67
1036,5,58.71
1036,7,21.63
1037,6,59.56
1037,5,35.53
1037,9,37.09
1038,2,17.32
1038,8,41.44
1038,1,32.37
1038,7,60.21
1039,8,52.0
1040,9,37.08
1040,2,40.03
1041,9,41.85
1041,5,39.49
1041,7,40.8
1041,1,7.44
1042,3,43.07
1042,4,45.8
1043,7,11.71
1043,8,33.82
1043,3,30.81
1044,3,39.59
1044,2,13.62
1044,8,55.84
1045,3,37.0
1045,6,43.83
1045,1,42.68
1046,8,55.15
1047,4,53.75
1047,3,38.82
1047,9,28.58
1048,2,32.75
1048,3,32.83
1048,7,34.15
1048,6,45.52
1049,7,37.9
1049,10,24.05
1049,8,39.27
1049,4,38.81
1050,1,51.71
1051,6,43.34
1051,1,105.43
1052,9,34.25
1052,4,44.31
1052,1,68.19
1053,4,31.41
1054,6,44.75
1054,5,43.16
1055,2,50.72
1055,7,36.93
1056,3,36.33
1056,2,48.82
1056,1,48.13
1057,5,42.19
1057,8,42.92
1057,6,26.92
1058,3,28.17
1058,6,28.36
1058,8,41.33
1058,10,32.48
1059,3,35.16
1059,7,26.76
1060,4,21.15
1061,3,40.3
1061,4,63.86
1062,10,67.37
1063,2,25.89
1063,6,35.98
1064,7,70.14
1065,9,39.51
1065,1,41.8
1065,10,63.18
1066,1,35.24
1067,2,26.43
1068,8,111.95
1068,7,17.08
1068,2,38.98
1068,5,58.12
1069,8,32.92
1069,3,48.38
1069,4,40.3
1070,5,21.48
1071,2,41.97
1071,9,66.35
1071,5,45.92
1071,8,39.31
1072,7,52.68
1072,2,42.39
1073,5,59.58
1074,2,47.46
1075,4,35.43
1075,10,46.56
1075,5,31.0
1075,7,25.04
1076,6,63.41
1076,7,43.25
1077,3,51.27
1077,1,29.2
1077,8,21.12
1078,8,25.35
1078,6,38.83
1079,1,16.07
1079,10,24.15
1080,2,14.52
1081,3,53.91
1081,2,51.68
1081,9,30.65
1081,6,42.44
1082,5,58.11
1083,8,47.27
1083,5,38.33
1084,8,54.46
1084,1,33.2
1084,2,26.56
1085,1,28.18
1085,5,30.49
1086,6,34.92
1086,7,23.61
1086,2,28.31
1087,1,154.87
1088,3,37.64
1089,6,153.54
1089,10,40.53
1090,10,19.05
1090,5,45.94
1090,2,44.6
1090,3,35.09
1091,3,52.07
1091,2,41.85
1091,7,35.96
1092,8,52.56
1092,5,49.12
1092,7,51.24
1092,6,32.93
1093,7,51.18
1093,3,53.16
1093,2,53.01
1093,8,59.25
1094,3,45.07
1095,7,43.68
1096,10,5.0
1096,8,24.01
1096,3,25.21
1096,5,8.87
1097,6,47.79
1097,1,46.98
1097,3,35.08
1097,4,43.41
1098,2,52.42
1098,7,45.35
1098,8,62.31
1098,1,51.79
1099,5,60.62
1100,1,10.09
1100,9,19.09
1100,4,33.45
1101,9,51.93
1101,10,47.75
1101,2,11.54
1102,4,64.5
1102,8,32.71
1102,6,35.15
1102,9,31.76
1103,3,22.81
1103,9,41.75
1103,1,47.02
1103,8,46.18
1104,9,49.84
1104,8,43.89
1105,3,33.61
1105,2,50.08
1105,8,23.71
1105,10,29.19
1106,6,28.43
1106,5,52.96
1107,9,51.31
1108,9,45.85
1108,7,52.86
1109,4,29.45
1109,2,44.18
1109,8,38.5
1109,10,50.16
1110,2,31.98
1110,8,39.27
1110,9,27.3
1110,3,10.02
1111,8,42.41
1112,2,47.31
1113,7,56.44
1113,1,26.97
1113,9,55.06
1113,10,51.35
1114,10,29.19
1115,9,26.41
1115,10,52.02
1115,4,43.18
1116,6,42.72
1116,10,33.26
1116,1,33.36
1116,7,48.35
1117,8,54.08
1117,6,36.73
1118,6,23.72
1118,8,42.68
1118,2,46.62
1118,1,48.16
1119,1,115.21
1119,6,41.2
1120,5,45.77
1120,9,57.96
1120,6,34.06
1121,1,34.03
1122,8,41.15
1122,3,32.88
1123,2,21.38
1123,5,47.94
1123,4,266.6
1123,10,62.19
1124,7,50.12
1125,8,53.95
1125,4,44.6
1126,2,15.34
1126,7,28.88
1126,1,40.41
1127,8,40.54
1128,10,31.53
1128,9,19.47
1128,3,34.08
1128,4,8.27
1129,9,37.65
1130,9,24.59
1131,10,5.86
1131,8,30.05
1131,3,18.06
1131,6,35.57
1132,3,25.02
1132,2,30.66
1133,10,29.4
1133,6,42.75
1133,7,39.46
1133,4,27.63
1134,5,27.48
1134,7,50.42
1135,5,16.53
1135,8,48.29
1135,3,43.19
1136,7,47.89
1136,9,39.17
1137,9,32.93
1137,6,28.77
1137,4,37.86
1138,4,29.05
1138,5,44.18
1139,3,29.23
1139,10,63.67
1139,6,44.98
1140,6,52.41
1141,10,57.6
1141,7,51.67
1141,5,38.67
1141,9,54.61
1142,1,43.06
1142,9,53.09
1142,2,54.4
1142,10,26.91
1143,3,49.53
1143,1,41.53
1143,9,41.04
1143,2,58.28
1144,3,23.6
1144,5,52.83
1144,9,30.72
1145,1,44.44
1145,5,47.01
1146,9,38.79
1146,1,39.31
1147,8,28.49
1147,2,50.48
1147,4,57.4
1148,4,94.12
1148,9,43.34
1148,5,36.34
1148,6,48.39
1149,7,25.4
1150,7,49.5
1150,6,33.15
1150,1,202.36
1150,8,25.25
1151,4,33.92
1151,8,29.81
1151,10,36.58
1152,10,34.01
1152,9,34.61
1152,4,53.98
1153,5,36.95
1153,8,32.05
1154,2,40.34
1154,3,41.25
1155,9,35.94
1155,2,37.93
1156,1,52.26
1156,7,51.03
1156,5,34.48
1156,8,27.04
1157,3,32.64
1157,10,42.35
1157,5,46.55
1158,6,13.94
1159,3,39.9
1159,1,41.9
1159,10,36.67
1159,8,55.5
1160,10,59.62
1161,8,55.74
1161,9,26.89
1161,6,36.96
1162,6,35.86
1163,3,45.87
1163,9,57.3
1164,9,33.85
1165,7,14.35
1165,9,34.26
1166,2,16.99
1166,6,16.2
1166,4,38.15
1166,10,30.1
1167,6,16.85
1167,10,5.0
1167,5,31.28
1168,10,25.36
1168,9,73.23
1169,9,32.88
1169,1,60.98
1169,2,35.31
1169,6,37.2
1170,8,71.66
1170,4,37.02
1170,9,47.52
1171,6,36.22
1172,2,28.71
1172,7,42.95
1172,5,30.37
1172,8,57.78
1173,1,36.6
1173,9,33.21
1173,6,34.34
1174,8,29.73
1174,1,40.43
1174,5,47.83
1174,6,20.42
1175,6,45.76
1175,9,27.34
1176,2,49.87
1177,9,28.45
1177,10,25.91
1178,2,30.54
1179,4,50.77
1179,7,53.56
1180,4,125.73
1181,2,31.07
1181,3,24.74
1181,1,25.03
1181,4,36.47
1182,1,43.25
1182,2,22.05
1182,9,51.51
1183,3,55.42
1184,9,32.49
1184,2,38.89
1184,4,58.68
1185,7,45.88
1185,10,46.57
1185,8,46.8
1186,7,33.34
1186,6,34.44
1186,1,49.23
1186,4,41.52
1187,9,25.87
1188,10,48.67
1189,10,41.34
1190,2,15.6
1191,9,65.35
1191,2,40.42
1191,5,63.96
1192,10,27.45
1192,2,45.68
1192,5,43.49
1193,7,51.49
1193,10,30.51
1193,1,40.41
1193,4,23.62
1194,9,48.42
1194,4,33.35
1195,7,44.59
1195,9,63.99
1196,3,64.33
1196,5,38.02
1196,6,30.08
1197,9,47.02
1198,2,35.56
1198,1,22.03
1199,10,55.37
1200,9,48.06
1200,10,44.61
1200,2,28.07
1200,3,42.99
1201,6,52.35
1201,4,49.56
1202,9,40.6
1202,3,47.63
1202,10,52.94
1202,2,36.07
1203,10,5.0
1203,5,30.18
1204,2,54.5
1204,3,39.59
1205,9,73.06
1206,9,36.33
1206,2,48.77
1206,5,32.19
1206,6,14.92
1207,5,37.96
1208,4,38.2
1209,6,9.83
1209,10,14.67
1209,3,15.27
1209,9,43.99
1210,2,21.91
1210,5,42.13
1211,4,34.97
1212,8,35.74
1212,10,44.98
1212,6,35.9
1213,10,50.41
1213,3,38.1
1213,6,37.79
1214,7,29.85
1214,3,39.83
1214,1,39.25
1215,4,42.89
1215,10,52.08
1215,7,55.39
1216,6,35.46
1216,3,41.74
1216,10,40.61
1217,8,57.88
1217,10,29.98
1217,6,22.61
1217,7,42.97
1218,8,59.22
1218,9,13.86
1218,2,33.65
1219,10,33.26
1219,2,45.75
1220,3,8.5
1220,9,70.59
1220,4,46.37
1221,2,41.79
1221,10,31.87
1221,1,44.99
1222,10,36.69
1223,10,43.22
1223,4,23.62
1223,1,31.47
1223,5,9.12
1224,9,36.31
1224,10,33.59
1224,8,41.81
1225,6,34.56
1225,7,34.08
1226,10,50.42
1226,5,19.8
1227,8,36.22
1227,9,37.14
1228,7,47.01
1229,9,47.37
1229,1,45.34
1229,4,30.41
1230,9,47.59
1230,3,34.31
1231,3,30.74
1231,10,59.31
1231,9,42.73
1231,6,47.63
1232,6,30.14
1232,1,25.37
1232,4,33.17
1232,7,38.51
1233,4,27.23
1233,2,39.88
1233,5,19.74
1233,3,26.56
1234,1,23.48
1234,4,80.51
1235,7,44.57
1235,8,34.66
1235,9,29.18
1236,1,47.24
1237,2,55.98
1237,9,17.67
1237,5,41.35
1238,10,50.28
1238,9,50.69
1238,3,44.39
1239,7,41.17
1239,6,29.21
1239,2,50.38
1239,5,49.72
1240,7,47.83
1240,4,50.59
1240,10,39.1
1241,6,29.71
1241,8,53.16
1241,9,13.7
1242,9,19.48
1243,8,31.52
1243,3,29.67
1244,2,25.01
1244,9,51.47
1245,4,39.39
1245,3,37.29
1245,9,20.16
1246,6,34.48
1246,2,36.63
1247,7,39.38
1247,6,46.04
1248,8,36.18
1249,8,27.64
1249,4,42.66
1249,3,35.06
1249,6,52.41
1250,1,31.74
1250,4,31.28
1250,10,6.05
1250,2,33.35
1251,3,55.7
1251,9,15.13
1252,10,28.58
1253,1,33.87
1253,3,53.69
1254,3,43.44
1254,9,38.23
1254,7,46.78
1255,5,59.63
1256,4,42.31
1257,10,68.71
1257,8,38.62
1257,9,46.8
1257,2,32.11
1258,7,39.41
1258,3,49.7
1259,10,29.82
1259,9,34.91
1260,3,34.56
1260,6,48.79
1260,8,82.29
1261,4,59.18
1262,7,48.8
1262,3,40.11
1262,2,37.15
1262,1,40.92
1263,9,33.86
1263,10,14.74
1264,3,64.51
1264,2,20.87
1264,10,37.48
1264,4,10.34
1265,9,19.89
1266,2,40.17
1267,3,24.86
1267,9,48.77
1267,1,46.46
1267,7,48.59
1268,9,68.73
1268,7,66.22
1268,6,31.76
1268,10,59.49
1269,9,44.6
1270,4,15.11
1270,8,39.74
1270,7,53.46
1270,3,37.76
1271,7,48.75
1272,5,44.21
1272,8,36.09
1273,2,48.89
1273,5,51.28
1274,5,35.33
1274,4,17.18
1274,1,25.0
1274,6,41.72
1275,10,42.72
1276,9,34.75
1277,7,20.49
1278,6,59.06
1278,7,47.82
1279,2,58.52
1279,3,41.02
1279,7,60.91
1280,5,49.65
1280,9,36.48
1280,7,52.9
1281,10,26.01
1281,5,16.44
1281,7,5.0
1282,7,16.53
1282,9,8.3
1283,3,45.45
1283,6,15.8
1283,8,25.82
1283,10,37.35
1284,10,31.02
1284,6,27.98
1284,7,25.94
1285,2,27.12
1285,4,40.97
1286,3,34.23
1286,2,70.47
1286,4,39.52
1286,5,23.15
1287,6,38.39
1287,9,46.23
1287,1,60.08
1287,2,32.93
1288,1,23.43
1288,2,34.77
1288,3,36.91
1288,4,39.16
1289,2,39.39
1289,10,30.05
1289,5,47.06
1289,9,48.0
1290,2,46.25
1290,1,45.11
1290,7,40.49
1291,10,57.19
1291,9,229.51
1291,5,34.59
1291,6,34.66
1292,3,33.3
1293,8,52.41
1293,1,35.11
1293,4,50.9
1293,7,41.48
1294,4,38.51
1294,1,37.46
1294,10,48.96
1295,1,43.91
1295,6,39.53
1296,1,18.94
1296,3,41.44
1297,5,29.95
1298,6,70.61
1298,7,218.91
1298,9,29.42
1298,5,56.85
1299,9,28.1
1299,1,33.36
1300,2,26.21
1301,9,43.07
1301,6,24.38
1301,10,17.76
1302,4,38.5
1302,10,40.19
1302,8,42.62
1303,10,34.64
1303,1,51.9
1303,5,42.15
1303,2,43.05
1304,9,32.54
1304,2,30.38
1304,10,10.54
1304,5,37.26
1305,6,57.27
1305,2,45.23
1305,5,47.44
1306,8,43.17
1306,7,38.13
1306,10,52.0
1307,6,69.25
1307,8,41.26
1308,10,56.66
1308,1,44.32
1308,8,46.05
1308,9,43.49
1309,2,33.92
1309,7,33.83
1309,4,25.61
1310,6,156.56
1310,7,9.44
1311,9,55.85
1311,10,42.03
1311,1,45.32
1312,4,34.32
1312,5,44.78
1312,2,29.57
1313,6,66.55
1313,2,44.7
1313,3,48.12
1313,4,36.77
1314,6,30.44
1314,4,42.01
1314,5,58.98
1315,4,36.28
1315,8,50.53
1316,4,37.64
1316,10,43.72
1317,4,47.93
1317,10,35.19
1317,9,49.79
1318,10,39.29
1318,6,15.18
1319,2,38.11
1319,10,18.43
1320,8,23.97
1321,9,209.87
1322,8,46.18
1323,10,158.59
1323,6,47.32
1323,8,15.04
1324,8,52.32
1324,3,47.19
1324,5,59.43
1325,4,44.99
1325,3,47.18
1325,1,19.3
1325,5,31.76
1326,8,56.71
1326,9,35.38
1326,1,17.58
1326,5,64.16
1327,7,46.75
1327,3,49.17
1327,8,28.23
1328,9,21.99
1329,6,35.84
1329,1,51.69
1329,9,31.04
1329,10,62.89
1330,7,22.77
1330,2,36.88
1331,6,32.12
1331,5,37.68
1331,3,46.48
1332,4,42.68
1332,5,25.62
1332,8,53.01
1333,6,42.52
1333,3,42.38
1333,8,39.89
1334,4,45.71
1334,7,19.04
1334,6,33.53
1334,3,36.94
1335,5,30.74
1335,8,34.02
1335,3,33.85
1335,10,30.38
1336,10,35.83
1336,4,49.25
